Filename	IOU	F1	Score
4926.png	0.2827	0.4408	36.18
5215.png	0.8024	0.8904	84.64
5348.png	0.4512	0.6218	53.65
5383.png	0.0288	0.0560	4.24
5792.png	0.6021	0.7516	67.69
5883.png	0.7577	0.8621	80.99
6046.png	0.7302	0.8441	78.72
6781.png	0.6080	0.7562	68.21
6794.png	0.7062	0.8278	76.70
7784.png	0.0000	0.0000	0.00
0524.png	0.4728	0.6420	55.74
0638.png	0.7120	0.8318	77.19
1090.png	0.0000	0.0000	0.00
1206.png	0.0000	0.0000	0.00
1494.png	0.0000	0.0000	0.00
2751.png	0.8344	0.9097	87.21
2914.png	0.6912	0.8174	75.43
3845.png	0.7693	0.8696	81.94
3904.png	0.3623	0.5319	44.71
4387.png	0.0000	0.0000	0.00
4783.png	0.2564	0.4081	33.22
4866.png	0.2543	0.4055	32.99
4886.png	0.7108	0.8310	77.09
4887.png	0.6173	0.7634	69.04
4892.png	0.3759	0.5464	46.12
5208.png	0.6776	0.8078	74.27
5504.png	0.6875	0.8148	75.12
5767.png	0.5803	0.7344	65.74
5786.png	0.7066	0.8281	76.73
6047.png	0.4441	0.6151	52.96
6106.png	0.5374	0.6991	61.83
6225.png	0.6113	0.7587	68.50
6231.png	0.3745	0.5449	45.97
6364.png	0.5683	0.7247	64.65
6370.png	0.5486	0.7085	62.85
6443.png	0.7755	0.8736	82.46
6456.png	0.5996	0.7497	67.46
6488.png	0.7050	0.8270	76.60
6528.png	0.1921	0.3223	25.72
6529.png	0.4459	0.6168	53.14
6621.png	0.3702	0.5403	45.52
7860.png	0.4301	0.6015	51.58
7881.png	0.0000	0.0000	0.00
0388.png	0.2898	0.4494	36.96
0498.png	0.4099	0.5814	49.56
0512.png	0.4362	0.6074	52.18
0856.png	0.5508	0.7103	63.06
0894.png	0.6960	0.8208	75.84
1224.png	0.0000	0.0000	0.00
1534.png	0.0000	0.0000	0.00
1870.png	0.0000	0.0000	0.00
2922.png	0.5732	0.7287	65.10
3044.png	0.6608	0.7958	72.83
3051.png	0.6076	0.7559	68.18
3345.png	0.5105	0.6759	59.32
3449.png	0.5093	0.6749	59.21
3514.png	0.5696	0.7258	64.77
3741.png	0.7263	0.8414	78.39
3783.png	0.4405	0.6116	52.61
3796.png	0.0000	0.0000	0.00
3887.png	0.3641	0.5338	44.89
4227.png	0.8377	0.9117	87.47
4463.png	0.5615	0.7192	64.03
5096.png	0.3616	0.5312	44.64
5109.png	0.4273	0.5987	51.30
5115.png	0.8640	0.9270	89.55
5214.png	0.6554	0.7918	72.36
5459.png	0.2147	0.3535	28.41
5840.png	0.8490	0.9183	88.37
5849.png	0.7169	0.8351	77.60
5914.png	0.8988	0.9467	92.27
6052.png	0.6054	0.7542	67.98
6346.png	0.5912	0.7431	66.72
6742.png	0.6482	0.7865	71.74
6846.png	0.2559	0.4075	33.17
0221.png	0.2520	0.4026	32.73
0244.png	0.2419	0.3896	31.58
0310.png	0.6319	0.7745	70.32
0860.png	0.3302	0.4964	41.33
0921.png	0.6771	0.8074	74.23
0934.png	0.7002	0.8237	76.19
0951.png	0.6782	0.8082	74.32
1106.png	0.0000	0.0000	0.00
1384.png	0.0000	0.0000	0.00
1426.png	0.0000	0.0000	0.00
1443.png	0.0000	0.0000	0.00
1517.png	0.0000	0.0000	0.00
1650.png	0.0000	0.0000	0.00
1795.png	0.0000	0.0000	0.00
2758.png	0.8111	0.8957	85.34
2793.png	0.2369	0.3830	31.00
2863.png	0.6421	0.7820	71.21
2882.png	0.4821	0.6505	56.63
3227.png	0.6289	0.7722	70.06
3242.png	0.7122	0.8319	77.21
3707.png	0.6307	0.7735	70.21
3803.png	0.0858	0.1581	12.20
3957.png	0.3591	0.5285	44.38
4086.png	0.4928	0.6602	57.65
4093.png	0.4166	0.5882	50.24
4169.png	0.3115	0.4751	39.33
4280.png	0.3047	0.4671	38.59
4320.png	0.0000	0.0000	0.00
4350.png	0.6779	0.8080	74.30
4449.png	0.8257	0.9045	86.51
4724.png	0.5700	0.7261	64.80
4904.png	0.0066	0.0132	0.99
5012.png	0.1546	0.2678	21.12
5077.png	0.4331	0.6044	51.88
5179.png	0.4068	0.5783	49.25
5330.png	0.8775	0.9348	90.61
5473.png	0.1736	0.2958	23.47
5610.png	0.7432	0.8527	79.80
5681.png	0.7006	0.8239	76.22
5985.png	0.2935	0.4538	37.36
5990.png	0.2074	0.3435	27.55
6125.png	0.0000	0.0000	0.00
6130.png	0.0853	0.1572	12.12
6238.png	0.2273	0.3703	29.88
6296.png	0.5921	0.7438	66.80
6379.png	0.6234	0.7680	69.57
6475.png	0.7079	0.8290	76.84
6768.png	0.5640	0.7212	64.26
0554.png	0.4196	0.5911	50.53
0649.png	0.0000	0.0000	0.00
1149.png	0.0000	0.0000	0.00
1405.png	0.0000	0.0000	0.00
1586.png	0.0000	0.0000	0.00
1593.png	0.0000	0.0000	0.00
1704.png	0.0000	0.0000	0.00
1727.png	0.0000	0.0000	0.00
1815.png	0.0000	0.0000	0.00
1823.png	0.0000	0.0000	0.00
1836.png	0.0000	0.0000	0.00
2721.png	0.7599	0.8636	81.17
2813.png	0.5106	0.6760	59.33
2952.png	0.7380	0.8492	79.36
2999.png	0.4766	0.6455	56.10
3175.png	0.6244	0.7688	69.66
3261.png	0.4313	0.6027	51.70
3439.png	0.5542	0.7132	63.37
3547.png	0.6554	0.7918	72.36
3552.png	0.5664	0.7232	64.48
3974.png	0.4854	0.6535	56.95
3980.png	0.7251	0.8406	78.29
4017.png	0.5309	0.6936	61.23
4194.png	0.5795	0.7338	65.67
4329.png	0.3156	0.4798	39.77
4425.png	0.7047	0.8268	76.57
4684.png	0.6212	0.7664	69.38
4691.png	0.4259	0.5974	51.17
4968.png	0.6267	0.7705	69.86
4980.png	0.2196	0.3601	28.98
5031.png	0.7661	0.8675	81.68
5252.png	0.4719	0.6412	55.65
5299.png	0.7580	0.8623	81.01
5306.png	0.3623	0.5318	44.71
5574.png	0.6342	0.7761	70.52
5702.png	0.3149	0.4790	39.69
5825.png	0.7616	0.8647	81.31
5971.png	0.6361	0.7776	70.69
5999.png	0.7026	0.8253	76.40
6197.png	0.7508	0.8576	80.42
6262.png	0.5532	0.7123	63.28
6300.png	0.4207	0.5923	50.65
6800.png	0.5365	0.6983	61.74
0178.png	0.0009	0.0019	0.14
0291.png	0.1070	0.1934	15.02
0400.png	0.2698	0.4250	34.74
0569.png	0.4879	0.6558	57.18
0661.png	0.6041	0.7532	67.87
0953.png	0.6237	0.7683	69.60
0970.png	0.6623	0.7968	72.96
0984.png	0.7413	0.8515	79.64
0998.png	0.4421	0.6131	52.76
1016.png	0.0940	0.1718	13.29
1029.png	0.5412	0.7023	62.18
1035.png	0.6440	0.7835	71.37
1431.png	0.0000	0.0000	0.00
1553.png	0.0000	0.0000	0.00
1671.png	0.0023	0.0046	0.35
1739.png	0.0000	0.0000	0.00
2648.png	0.4506	0.6212	53.59
2736.png	0.6661	0.7996	73.29
3183.png	0.7383	0.8495	79.39
3249.png	0.7227	0.8390	78.09
3280.png	0.3034	0.4656	38.45
3337.png	0.5561	0.7148	63.54
3808.png	0.4479	0.6187	53.33
4009.png	0.0000	0.0000	0.00
4160.png	0.7461	0.8546	80.04
4196.png	0.6995	0.8232	76.14
4427.png	0.7783	0.8753	82.68
4573.png	0.5209	0.6850	60.29
4644.png	0.7076	0.8288	76.82
4976.png	0.6708	0.8030	73.69
5172.png	0.6610	0.7959	72.84
5193.png	0.2645	0.4183	34.14
5549.png	0.5121	0.6773	59.47
5806.png	0.3019	0.4638	38.28
6315.png	0.3244	0.4898	40.71
6647.png	0.5859	0.7389	66.24
6652.png	0.7700	0.8700	82.00
6699.png	0.8721	0.9317	90.19
6706.png	0.8514	0.9197	88.55
6817.png	0.6000	0.7500	67.50
7946.png	0.5631	0.7205	64.18
0185.png	0.5579	0.7162	63.71
0312.png	0.4502	0.6209	53.56
0338.png	0.0275	0.0536	4.06
0434.png	0.2910	0.4508	37.09
0657.png	0.0009	0.0019	0.14
0716.png	0.3535	0.5223	43.79
1020.png	0.5855	0.7385	66.20
1424.png	0.0000	0.0000	0.00
1565.png	0.0000	0.0000	0.00
1706.png	0.0000	0.0000	0.00
2641.png	0.1081	0.1951	15.16
3036.png	0.0000	0.0000	0.00
3177.png	0.7050	0.8270	76.60
3255.png	0.7719	0.8712	82.16
3314.png	0.5625	0.7200	64.12
3418.png	0.6764	0.8070	74.17
3710.png	0.6698	0.8022	73.60
4015.png	0.0063	0.0125	0.94
4658.png	0.1779	0.3021	24.00
4693.png	0.5573	0.7157	63.65
4733.png	0.1514	0.2630	20.72
4822.png	0.3911	0.5623	47.67
4963.png	0.7898	0.8826	83.62
5683.png	0.5906	0.7426	66.66
5832.png	0.8130	0.8969	85.49
5959.png	0.7834	0.8785	83.10
6142.png	0.7254	0.8409	78.32
6281.png	0.7799	0.8763	82.81
6664.png	0.4875	0.6555	57.15
6685.png	0.7381	0.8493	79.37
0348.png	0.3071	0.4698	38.84
0451.png	0.5815	0.7354	65.85
0729.png	0.6286	0.7720	70.03
0787.png	0.3786	0.5492	46.39
0848.png	0.5606	0.7184	63.95
0923.png	0.5030	0.6693	58.61
1372.png	0.0000	0.0000	0.00
1500.png	0.0000	0.0000	0.00
1858.png	0.0000	0.0000	0.00
3079.png	0.6904	0.8169	75.37
3390.png	0.6652	0.7990	73.21
3442.png	0.0000	0.0000	0.00
3489.png	0.5653	0.7223	64.38
3503.png	0.5686	0.7249	64.68
3864.png	0.0000	0.0000	0.00
4000.png	0.7404	0.8509	79.56
4213.png	0.4276	0.5990	51.33
4239.png	0.6602	0.7953	72.78
4769.png	0.8702	0.9306	90.04
4847.png	0.7546	0.8601	80.73
5368.png	0.7286	0.8430	78.58
5612.png	0.0000	0.0000	0.00
5677.png	0.8374	0.9115	87.44
6092.png	0.4120	0.5835	49.78
6127.png	0.8623	0.9261	89.42
6344.png	0.2912	0.4511	37.11
6462.png	0.7698	0.8699	81.99
6483.png	0.7696	0.8698	81.97
6851.png	0.8728	0.9321	90.24
7215.png	0.5212	0.6853	60.32
0467.png	0.0000	0.0000	0.00
0526.png	0.4614	0.6315	54.65
0877.png	0.0751	0.1398	10.74
0936.png	0.2050	0.3402	27.26
1050.png	0.6747	0.8058	74.02
1393.png	0.0000	0.0000	0.00
1441.png	0.0000	0.0000	0.00
1483.png	0.0000	0.0000	0.00
1509.png	0.0000	0.0000	0.00
1515.png	0.0000	0.0000	0.00
1536.png	0.0000	0.0000	0.00
1601.png	0.0000	0.0000	0.00
1755.png	0.0000	0.0000	0.00
2779.png	0.8495	0.9186	88.40
2784.png	0.6081	0.7563	68.22
3225.png	0.6000	0.7500	67.50
3535.png	0.3978	0.5692	48.35
3634.png	0.9027	0.9489	92.58
3788.png	0.7304	0.8442	78.73
4107.png	0.5098	0.6753	59.26
4225.png	0.2209	0.3618	29.13
4480.png	0.1375	0.2418	18.96
4516.png	0.1613	0.2779	21.96
4529.png	0.7146	0.8336	77.41
4621.png	0.6690	0.8017	73.53
4885.png	0.7796	0.8761	82.79
5069.png	0.7433	0.8527	79.80
5361.png	0.6846	0.8127	74.87
5499.png	0.4229	0.5944	50.86
5530.png	0.4898	0.6576	57.37
5631.png	0.4452	0.6162	53.07
5638.png	0.5234	0.6871	60.53
5791.png	0.7626	0.8653	81.40
6358.png	0.5494	0.7092	62.93
6367.png	0.5782	0.7328	65.55
6393.png	0.3668	0.5367	45.17
6515.png	0.0017	0.0034	0.26
6637.png	0.2965	0.4573	37.69
7362.png	0.5803	0.7344	65.74
0473.png	0.0000	0.0000	0.00
0493.png	0.0000	0.0000	0.00
0745.png	0.3364	0.5034	41.99
0840.png	0.5532	0.7123	63.27
0900.png	0.1083	0.1954	15.18
0915.png	0.6971	0.8215	75.93
1133.png	0.0000	0.0000	0.00
1482.png	0.0000	0.0000	0.00
1850.png	0.0000	0.0000	0.00
2917.png	0.4731	0.6423	55.77
2928.png	0.7304	0.8442	78.73
3071.png	0.8785	0.9353	90.69
3603.png	0.6182	0.7641	69.12
3742.png	0.6072	0.7556	68.14
3789.png	0.4726	0.6418	55.72
3846.png	0.5448	0.7053	62.51
3847.png	0.7603	0.8638	81.21
3907.png	0.7800	0.8764	82.82
4231.png	0.4496	0.6203	53.49
4364.png	0.0000	0.0000	0.00
4365.png	0.0663	0.1243	9.53
4635.png	0.0000	0.0000	0.00
4795.png	0.8362	0.9108	87.35
4884.png	0.5468	0.7070	62.69
5089.png	0.3097	0.4729	39.13
5360.png	0.8226	0.9027	86.26
5446.png	0.4717	0.6410	55.64
5453.png	0.8217	0.9021	86.19
5506.png	0.6826	0.8114	74.70
5507.png	0.5829	0.7365	65.97
5785.png	0.7316	0.8450	78.83
5790.png	0.5897	0.7419	66.58
5875.png	0.7397	0.8504	79.50
6051.png	0.7103	0.8306	77.04
6105.png	0.7417	0.8517	79.67
6500.png	0.6185	0.7643	69.14
6514.png	0.6459	0.7848	71.54
6782.png	0.2989	0.4602	37.96
6858.png	0.8878	0.9406	91.42
0376.png	0.3512	0.5198	43.55
0466.png	0.4651	0.6349	55.00
1359.png	0.0000	0.0000	0.00
1449.png	0.0000	0.0000	0.00
1497.png	0.0000	0.0000	0.00
1514.png	0.0000	0.0000	0.00
1615.png	0.0000	0.0000	0.00
1748.png	0.0000	0.0000	0.00
1754.png	0.0000	0.0000	0.00
2799.png	0.8390	0.9124	87.57
2902.png	0.0046	0.0091	0.68
3365.png	0.8273	0.9055	86.64
3460.png	0.7043	0.8265	76.54
3924.png	0.5461	0.7064	62.63
3931.png	0.7546	0.8601	80.74
3938.png	0.0000	0.0000	0.00
4212.png	0.6773	0.8076	74.25
4353.png	0.6089	0.7569	68.29
4494.png	0.3050	0.4674	38.62
4757.png	0.8827	0.9377	91.02
4846.png	0.6292	0.7724	70.08
4879.png	0.5928	0.7444	66.86
4891.png	0.1542	0.2672	21.07
5061.png	0.6484	0.7867	71.76
5120.png	0.8273	0.9055	86.64
5135.png	0.4214	0.5930	50.72
5369.png	0.4349	0.6062	52.05
5531.png	0.2418	0.3894	31.56
5630.png	0.4562	0.6266	54.14
5778.png	0.6383	0.7792	70.87
5869.png	0.7291	0.8433	78.62
5902.png	0.6799	0.8095	74.47
5928.png	0.0000	0.0000	0.00
6126.png	0.3991	0.5705	48.48
0165.png	0.8959	0.9451	92.05
0208.png	0.3529	0.5217	43.73
0382.png	0.3970	0.5683	48.26
0445.png	0.0000	0.0000	0.00
0574.png	0.6769	0.8073	74.21
0619.png	0.7211	0.8380	77.96
0786.png	0.4764	0.6453	56.08
0882.png	0.3031	0.4652	38.41
0908.png	0.0000	0.0000	0.00
1181.png	0.0000	0.0000	0.00
1227.png	0.0000	0.0000	0.00
1232.png	0.0000	0.0000	0.00
2630.png	0.0293	0.0568	4.31
2655.png	0.5811	0.7351	65.81
2764.png	0.6498	0.7877	71.87
2921.png	0.6006	0.7505	67.55
2934.png	0.5443	0.7049	62.46
3022.png	0.7025	0.8253	76.39
3099.png	0.8300	0.9071	86.86
3443.png	0.6780	0.8081	74.30
3517.png	0.5229	0.6867	60.48
3795.png	0.8580	0.9236	89.08
3884.png	0.6415	0.7816	71.16
4064.png	0.8586	0.9239	89.13
4125.png	0.5126	0.6778	59.52
4659.png	0.7185	0.8362	77.73
5080.png	0.6027	0.7521	67.74
5202.png	0.8555	0.9222	88.89
5356.png	0.6697	0.8022	73.59
5722.png	0.5082	0.6739	59.11
5888.png	0.5685	0.7249	64.67
6211.png	0.5679	0.7244	64.62
6482.png	0.7356	0.8477	79.17
6497.png	0.6827	0.8114	74.71
6754.png	0.7366	0.8483	79.24
6835.png	0.6120	0.7593	68.56
0179.png	0.5176	0.6822	59.99
0285.png	0.5525	0.7118	63.22
0313.png	0.3942	0.5655	47.98
0416.png	0.3567	0.5258	44.13
0429.png	0.6322	0.7747	70.34
0568.png	0.7748	0.8731	82.40
0702.png	0.7358	0.8478	79.18
0728.png	0.1079	0.1948	15.14
0734.png	0.0470	0.0897	6.83
0839.png	0.0000	0.0000	0.00
0985.png	0.3741	0.5445	45.93
1021.png	0.2532	0.4041	32.86
1143.png	0.0000	0.0000	0.00
1335.png	0.0000	0.0000	0.00
1564.png	0.0000	0.0000	0.00
1653.png	0.0000	0.0000	0.00
1670.png	0.0000	0.0000	0.00
1698.png	0.0000	0.0000	0.00
1829.png	0.0000	0.0000	0.00
2649.png	0.4773	0.6462	56.17
2708.png	0.0000	0.0000	0.00
2737.png	0.7529	0.8590	80.59
2826.png	0.3866	0.5577	47.22
2972.png	0.1958	0.3275	26.16
2993.png	0.6445	0.7838	71.41
3140.png	0.4154	0.5870	50.12
3248.png	0.8126	0.8966	85.46
3277.png	0.5788	0.7332	65.60
3296.png	0.4363	0.6075	52.19
3300.png	0.5926	0.7442	66.84
3336.png	0.5585	0.7167	63.76
3711.png	0.5445	0.7051	62.48
3727.png	0.1994	0.3324	26.59
3962.png	0.6118	0.7592	68.55
3996.png	0.6845	0.8127	74.86
4197.png	0.5360	0.6979	61.70
4315.png	0.6887	0.8156	75.22
4323.png	0.7085	0.8294	76.90
4336.png	0.5628	0.7202	64.15
4426.png	0.8004	0.8891	84.48
4558.png	0.8891	0.9413	91.52
4727.png	0.0000	0.0000	0.00
4732.png	0.3165	0.4809	39.87
4800.png	0.6567	0.7928	72.48
4823.png	0.8448	0.9159	88.03
5004.png	0.3048	0.4672	38.60
5018.png	0.7893	0.8823	83.58
5400.png	0.5840	0.7374	66.07
5655.png	0.5477	0.7077	62.77
5708.png	0.6200	0.7655	69.27
5944.png	0.6450	0.7842	71.46
6156.png	0.8647	0.9274	89.60
6242.png	0.7325	0.8456	78.91
6280.png	0.8694	0.9301	89.98
6547.png	0.0000	0.0000	0.00
6707.png	0.8232	0.9030	86.31
7179.png	0.6678	0.8008	73.43

Average Score: 52.00
